BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION,Upper state,State_1,Records
0,19000,43479,78631,DebtCon,Other,1,,1,301.4036915,1,10,38.25309688,22423,winnetka,California,Pacific,West,CALIFORNIA,CA,1
0,19000,172108,195892,DebtCon,ProfExe,10,0,0,276.7633406,0,38,24.4756899,22347,orangeburg,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,19000,130291,168187,DebtCon,Office,3,0,0,140.6893429,0,20,24.78815021,20965,north miami beach,Florida,South Atlantic,South,FLORIDA,FL,1
0,19000,167104,200184,DebtCon,ProfExe,9,0,0,256.6483436,0,38,23.66867849,22376,henderson,Nevada,Mountain,West,NEVADA,NV,1
0,19000,22236,169461,HomeImp,Self,7,0,0,296.0801937,0,27,27.64001806,22202,west chester,Ohio,East North Central,Midwest,OHIO,OH,1
0,19000,75673,100335,HomeImp,ProfExe,8,0,0,93.15954491,0,16,33.51848053,21827,winston,Oregon,Pacific,West,OREGON,OR,1
0,19000,107199,132723,DebtCon,ProfExe,7,0,0,91.37193169,0,13,31.44261162,21444,ocilla,Georgia,South Atlantic,South,GEORGIA,GA,1
0,19000,57429,86250,DebtCon,Office,5,,,175.5,,16,,21671,oriskany,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,19000,47400,80000,DebtCon,Other,12,0,0,95.36666667,1,10,,22470,harper woods,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,19000,43074,75700,,,,,,,,,,20955,webster,Texas,West South Central,South,TEXAS,TX,1
0,19000,122000,158000,DebtCon,Office,2,,1,374.0333333,,52,,21026,new egypt,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,19000,145800,190300,DebtCon,ProfExe,13,,,109.6666667,1,24,,21700,west palm beach,Florida,South Atlantic,South,FLORIDA,FL,1
1,19000,42000,64000,DebtCon,Mgr,9,0,0,30.46666667,3,8,,21139,deer lodge,Tennessee,East South Central,South,TENNESSEE,TN,1
1,19000,64758,119780,DebtCon,ProfExe,19,0,4,349,0,20,,21377,marana,Arizona,Mountain,West,ARIZONA,AZ,1
1,19000,46300,72000,DebtCon,ProfExe,5,1,1,215.0333333,6,24,,21912,mooresville,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
1,19000,171106,200000,DebtCon,Other,9.8,3,0,153.1666667,0,26,,22126,north tonawanda,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
1,19000,93050,118000,DebtCon,Office,1,0,0,40.56666667,0,10,,21115,cedar hill,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,19000,104176,165086,,Other,,0,,254.7424804,,24,39.61320557,22585,hidalgo,Texas,West South Central,South,TEXAS,TX,1
1,19000,105200,130000,HomeImp,Self,5,1,0,237.4333333,1,27,,21215,hastings,Florida,South Atlantic,South,FLORIDA,FL,1
0,19000,165988,217000,DebtCon,Office,13,0,0,214.0333333,1,32,,20866,hackensack,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
1,19000,100670,122581,DebtCon,Mgr,10,0,,81.25254742,0,27,41.86363105,21595,central point,Oregon,Pacific,West,OREGON,OR,1
1,19000,24658,47027,HomeImp,Mgr,19,0,0,159.1052252,4,31,53.54819585,22327,woodbourne,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
1,19000,15100,23200,HomeImp,Other,3.2,1,1,64.9,3,21,,21263,west haven,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,19000,105729,172555,DebtCon,Office,6,0,0,216.4390359,4,23,41.04674812,21669,ossining,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,19000,42488,65636,DebtCon,Other,7,0,0,90.67644435,3,14,42.22671648,22303,ocala,Florida,South Atlantic,South,FLORIDA,FL,1
0,19100,51994,66467,DebtCon,Other,7,0,0,100.1818877,3,15,41.15508261,21570,hope mills,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,19100,31442,57151,DebtCon,Other,16,0,0,100.0326359,1,17,39.90704163,21775,harbor city,California,Pacific,West,CALIFORNIA,CA,1
0,19100,105111,176829,DebtCon,Office,6,0,0,211.4003375,4,24,41.41312385,21778,winter springs,Florida,South Atlantic,South,FLORIDA,FL,1
0,19100,46406,64413,DebtCon,Other,16,0,0,285.7252577,0,22,30.77453617,22042,rapid city,South Dakota,West North Central,Midwest,SOUTH DAKOTA,SD,1
0,19100,129111,197592,HomeImp,ProfExe,12,0,0,207.1551738,0,21,36.14177784,21085,erath,Louisiana,West South Central,South,LOUISIANA,LA,1
0,19100,48730,115967,DebtCon,ProfExe,15,0,0,264.9150843,0,19,25.40820478,21788,hillsboro,Texas,West South Central,South,TEXAS,TX,1
0,19100,58453,76731,DebtCon,Other,15,1,0,203.1410764,1,21,36.22872963,20943,north miami beach,Florida,South Atlantic,South,FLORIDA,FL,1
0,19100,22094,61820,HomeImp,ProfExe,5,0,0,201.1354777,0,13,28.8888762,21361,osseo,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,19100,73217,93033,DebtCon,Other,1,2,1,113.6945661,2,26,36.38416382,21776,menomonie,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,19200,68902,98737,DebtCon,Office,1,0,0,166.8165741,4,19,33.03507598,21531,lodi,California,Pacific,West,CALIFORNIA,CA,1
0,19200,54483,81690,DebtCon,Other,16,0,0,198.7025164,0,21,37.74942653,21871,hennessey,Oklahoma,West South Central,South,OKLAHOMA,OK,1
1,19200,62334,91300,DebtCon,Mgr,8,0,1,92.33333333,4,13,,22211,coventry,Rhode Island,New England,Northeast,RHODE ISLAND,RI,1
0,19200,73339,95426,DebtCon,Office,1,0,0,169.9797497,4,19,33.29929576,20981,north tonawanda,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,19200,101641,160839,,Other,,1,,260.8349929,,23,37.12360431,20859,winter park,Florida,South Atlantic,South,FLORIDA,FL,1
0,19200,83591,109772,HomeImp,ProfExe,4,0,0,101.498812,1,25,37.07704153,21708,windsor mill,Maryland,South Atlantic,South,MARYLAND,MD,1
0,19200,96401,115545,DebtCon,ProfExe,7,0,0,128.7145138,1,20,22.18728999,22053,hudson,Florida,South Atlantic,South,FLORIDA,FL,1
0,19200,153722,199812,DebtCon,ProfExe,13,,,121.9429162,0,24,29.80285908,21556,deridder,Louisiana,West South Central,South,LOUISIANA,LA,1
0,19200,65206,13933,DebtCon,Other,7,,,57.59183135,0,16,42.50243535,21896,olympia,Washington,Pacific,West,WASHINGTON,WA,1
0,19200,62215,76573,DebtCon,Other,18,0,0,199.8756458,1,21,36.02366277,21437,hawthorne,California,Pacific,West,CALIFORNIA,CA,1
0,19200,32417,97000,HomeImp,Other,6,0,0,130.8666667,0,15,,21973,maricopa,Arizona,Mountain,West,ARIZONA,AZ,1
0,19200,57728,96552,DebtCon,Office,0,0,0,80.60236311,0,23,37.50810314,22464,dunseith,North Dakota,West North Central,Midwest,NORTH DAKOTA,ND,1
0,19200,24430,128837,DebtCon,Other,9,0,0,355.7984125,1,10,41.14774922,21192,hialeah,Florida,South Atlantic,South,FLORIDA,FL,1
0,19200,31307,60202,DebtCon,ProfExe,18,0,0,170.5812991,1,20,35.60054495,21811,lombard,Illinois,East North Central,Midwest,ILLINOIS,IL,1
1,19300,109000,135000,DebtCon,Office,3,0,0,98.43333333,13,14,,22318,maricopa,Arizona,Mountain,West,ARIZONA,AZ,1
0,19300,83141,112096,DebtCon,Mgr,15,0,0,255.788289,5,31,35.514488,21048,little rock,Arkansas,West South Central,South,ARKANSAS,AR,1
0,19300,84425,119351,DebtCon,Mgr,15,0,0,238.6686971,4,31,38.29827816,22045,niles,Ohio,East North Central,Midwest,OHIO,OH,1
0,19300,50554,76140,DebtCon,Mgr,9,2,0,78.27662528,3,27,36.02690437,21469,lufkin,Texas,West South Central,South,TEXAS,TX,1
0,19300,53710,78082,DebtCon,Other,5,,,114.1426962,0,7,36.99134349,21146,east hampton,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,19300,148542,195791,DebtCon,ProfExe,12,,,110.3276351,0,23,30.53661059,21707,wildomar,California,Pacific,West,CALIFORNIA,CA,1
0,19300,73668,89061,DebtCon,Other,0,2,1,113.4535612,2,25,33.49881538,21558,o fallon,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,19300,31950,53814,DebtCon,ProfExe,17,0,0,178.4596372,1,20,37.13471233,21470,cambridge,Maryland,South Atlantic,South,MARYLAND,MD,1
1,19300,27747,43740,DebtCon,Office,7,1,0,167.6579808,1,16,35.08607055,22265,los lunas,New Mexico,Mountain,West,NEW MEXICO,NM,1
0,19300,76807,103026,HomeImp,Mgr,13,0,0,169.2487527,0,27,34.87635872,21921,marlow,Oklahoma,West South Central,South,OKLAHOMA,OK,1
0,19300,99714,126965,HomeImp,Mgr,0,0,1,301.753574,1,20,43.29094169,21303,hiddenite,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
1,19300,152000,182000,HomeImp,Self,1,,,,,,,21091,buhl,Idaho,Mountain,West,IDAHO,ID,1
0,19300,39926,101208,HomeImp,Other,4,0,0,140.0516383,0,14,31.54569415,21562,logan,Utah,Mountain,West,UTAH,UT,1
0,19300,33970,102792,HomeImp,Other,6,0,0,145.0202453,0,14,31.87421747,21223,waynesboro,Tennessee,East South Central,South,TENNESSEE,TN,1
0,19300,98769,121140,HomeImp,Mgr,0,0,1,313.9245154,0,20,43.08554305,22072,north bend,Oregon,Pacific,West,OREGON,OR,1
0,19300,146465,192854,DebtCon,ProfExe,13,,,110.6488068,1,23,29.97557603,21633,north myrtle beach,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,19300,91004,116827,DebtCon,ProfExe,6,0,0,163.2821181,1,20,20.20603258,20888,hollywood,Alabama,East South Central,South,ALABAMA,AL,1
0,19300,51580,83518,DebtCon,Other,13,0,0,89.525932,0,9,7.148413213,21227,donaldson,Arkansas,West South Central,South,ARKANSAS,AR,1
1,19300,96454,157809,DebtCon,Other,3,0,0,1168.233561,0,0,40.20613826,21573,omaha,Texas,West South Central,South,TEXAS,TX,1
0,19300,72752,106084,DebtCon,Office,11,0,0,193.7070998,1,13,30.68610563,21238,hamtramck,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,19400,39928,106271,HomeImp,Other,6,0,0,129.1782772,0,14,31.92215492,21735,columbus,Ohio,East North Central,Midwest,OHIO,OH,1
0,19400,45036,78900,,,,,,,,,40.02396798,21159,boaz,Kentucky,East South Central,South,KENTUCKY,KY,1
0,19400,63508,12414,DebtCon,Other,5,,,64.40760462,1,16,40.57016916,21269,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
0,19400,167450,200902,DebtCon,ProfExe,9,0,0,264.6979824,1,37,25.63079874,21178,huntington,Indiana,East North Central,Midwest,INDIANA,IN,1
0,19400,51360,76100,DebtCon,Office,1,0,0,222.8321181,0,11,36.2633362,21854,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
0,19400,39334,103578,HomeImp,Other,6,0,0,127.5305161,0,15,31.36762719,22040,morganton,Georgia,South Atlantic,South,GEORGIA,GA,1
0,19400,53000,82800,DebtCon,Other,18,0,0,206.9666667,1,22,,21582,oceano,California,Pacific,West,CALIFORNIA,CA,1
0,19400,109812,172705,DebtCon,Office,5,0,0,204.1054149,3,23,43.33840721,21424,havana,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,19400,110745,173474,DebtCon,Office,6,0,0,217.4067053,4,23,42.22040715,22169,crofton,Maryland,South Atlantic,South,MARYLAND,MD,1
1,19400,86219,126904,HomeImp,Other,0,0,0,,0,0,34.48084978,21900,helotes,Texas,West South Central,South,TEXAS,TX,1
1,19400,178000,219300,HomeImp,ProfExe,12,0,0,214.3666667,0,26,,21667,cottonwood,Arizona,Mountain,West,ARIZONA,AZ,1
0,19400,52677,80424,DebtCon,Mgr,9,2,0,65.84753037,2,28,34.9508231,20826,mooresville,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,19400,71515,100771,DebtCon,Other,,1,1,223.1710844,2,13,40.70504371,21691,helotes,Texas,West South Central,South,TEXAS,TX,1
0,19500,94543,127718,DebtCon,ProfExe,11,,,132.4078556,,24,30.85706709,21301,lyndhurst,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
1,19500,100077,122352,DebtCon,Office,3,0,0,58.86102746,0,9,38.12151833,21456,manahawkin,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,19500,51333,77732,,,,,,,,,37.39831656,21412,mcdonough,Georgia,South Atlantic,South,GEORGIA,GA,1
0,19500,92663,152627,HomeImp,ProfExe,3,0,0,106.7126279,0,16,35.3676568,22029,woodbury,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,19500,98718,122659,HomeImp,Mgr,0,0,1,324.2570838,0,20,42.54602091,21033,de soto,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,19500,88909,140092,DebtCon,Mgr,13,0,0,163.5625044,1,25,33.00501666,22340,herndon,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,19500,9475,30000,DebtCon,Other,0,1,0,33.46666667,2,4,,22329,west harrison,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,19500,105000,138375,DebtCon,Office,12,0,2,219.1333333,0,25,,21561,checotah,Oklahoma,West South Central,South,OKLAHOMA,OK,1
1,19500,50000,89100,,ProfExe,7,2,1,86.23333333,4,25,,21606,live oak,Florida,South Atlantic,South,FLORIDA,FL,1
1,19500,47000,70000,DebtCon,Mgr,15,0,0,220.1666667,5,21,,21887,west covina,California,Pacific,West,CALIFORNIA,CA,1
0,19500,8861,170687,HomeImp,Mgr,23,0,0,76.78849548,2,20,31.58400286,21125,mansfield,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,19500,58474,89240,DebtCon,Office,6,,,172.8721456,,15,38.82378279,21406,darlington,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,19500,52080,89913,DebtCon,Other,12,0,0,110.7603066,0,9,4.337283357,21569,missoula,Montana,Mountain,West,MONTANA,MT,1
0,19500,58638,13930,DebtCon,Other,4,,,69.00502714,0,16,42.50002486,21402,massapequa,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,19500,48835,72566,DebtCon,ProfExe,9,0,0,191.2753966,1,42,39.61242564,20928,danville,Alabama,East South Central,South,ALABAMA,AL,1
0,19500,10506,70945,DebtCon,Office,,0,0,247.7919915,0,22,39.75560513,21635,waipahu,Hawaii,Pacific,West,HAWAII,HI,1
0,19500,100446,121516,HomeImp,Mgr,0,0,0,306.1111041,1,20,43.02182338,20923,newark,Delaware,South Atlantic,South,DELAWARE,DE,1
0,19600,64000,90000,DebtCon,Mgr,9,0,0,195.8,2,19,,22248,winston,Oregon,Pacific,West,OREGON,OR,1
1,19600,117646,149975,DebtCon,Other,4,0,0,114.2136149,1,12,31.22280265,21973,haverhill,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
1,19600,94419,123705,DebtCon,Self,19,,2,92.7393804,0,22,84.37903408,20887,hastings,Florida,South Atlantic,South,FLORIDA,FL,1
0,19600,55169,86203,DebtCon,Other,18,0,0,223.6033292,1,22,33.7552728,22233,henrietta,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
1,19600,109500,136000,DebtCon,ProfExe,12,2,0,183.9666667,3,32,,21835,west covina,California,Pacific,West,CALIFORNIA,CA,1
0,19600,33284,61824,DebtCon,Other,14,0,0,119.4730729,1,17,37.78452367,22193,hamlin,Texas,West South Central,South,TEXAS,TX,1
0,19600,53662,80055,DebtCon,Other,6,,,99.08554237,0,8,37.51829781,21354,winston salem,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,19600,49984,84519,DebtCon,Other,12,0,0,92.81133323,0,10,7.614065422,21016,norwalk,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,19600,85984,112721,DebtCon,Mgr,18,0,0,239.1377941,4,31,36.03118029,22010,north royalton,Ohio,East North Central,Midwest,OHIO,OH,1
0,19600,128876,162994,DebtCon,Office,2,,1,382.312217,,52,36.06796344,22338,hemet,California,Pacific,West,CALIFORNIA,CA,1
0,19700,33529,61209,DebtCon,Other,17,0,0,112.1587412,0,18,40.72529612,21133,hawaiian gardens,California,Pacific,West,CALIFORNIA,CA,1
0,19700,49793,113200,DebtCon,ProfExe,16,0,0,251.1041979,0,19,25.03374576,20840,campbellsville,Kentucky,East South Central,South,KENTUCKY,KY,1
1,19700,62351,84624,DebtCon,Mgr,0,1,0,88.12651678,1,22,54.24133474,21350,maplewood,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,19700,93040,113362,DebtCon,ProfExe,6,0,0,135.8138569,3,21,19.70439447,21375,camp lejeune,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,19700,32989,75950,DebtCon,ProfExe,9,0,0,283.1,0,19,,21352,holland,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,19700,23921,134867,DebtCon,Other,9,0,0,374.1271833,0,10,38.8656552,21014,cosby,Tennessee,East South Central,South,TENNESSEE,TN,1
0,19700,60999,89841,DebtCon,Office,0,0,0,82.10388101,0,22,36.27999035,22379,casa grande,Arizona,Mountain,West,ARIZONA,AZ,1
0,19700,5700,24457,DebtCon,Other,,0,0,60.15632991,1,19,41.36387828,22300,weatherford,Texas,West South Central,South,TEXAS,TX,1
0,19700,105135,147353,DebtCon,Office,11,0,2,225.6961276,0,24,43.00965053,21297,nashville,Tennessee,East South Central,South,TENNESSEE,TN,1
0,19700,70709,97394,DebtCon,Mgr,0,0,0,94.86046638,0,17,25.55670764,21229,hartwell,Georgia,South Atlantic,South,GEORGIA,GA,1
1,19700,139534,172125,DebtCon,Other,0,0,0,101.9435185,6,17,32.76108398,22512,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
0,19700,19349,133226,DebtCon,Other,9,0,0,342.3163573,1,9,40.14790835,21012,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,19800,73557,95770,DebtCon,Mgr,0,0,0,70.02915918,0,17,25.59661737,20986,olney,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,19800,56745,83146,DebtCon,Other,11,0,0,85.25361922,0,10,7.862193632,21296,arvada,Colorado,Mountain,West,COLORADO,CO,1
0,19800,51454,68073,HomeImp,Office,1,0,0,130.9747908,0,17,32.30494412,21877,maud,Texas,West South Central,South,TEXAS,TX,1
0,19800,47488,77916,,,,,,,,,37.3082467,21965,hillsboro,Texas,West South Central,South,TEXAS,TX,1
0,19800,99137,121781,HomeImp,Mgr,4,0,1,302.1278732,1,20,39.51062834,22499,hudson,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,19800,13830,85587,DebtCon,Other,20,0,0,229.5182951,3,40,35.31106586,22053,conesus,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,19800,63701,14609,DebtCon,Other,4,,,62.3597382,1,17,41.87419791,22082,owen,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,19800,65021,95188,DebtCon,Mgr,1,0,0,73.0813375,0,16,27.44254252,22146,cashton,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,19800,69174,95154,HomeImp,ProfExe,6,0,0,59.45925619,0,16,31.25482163,21388,liverpool,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,19900,90966,154351,HomeImp,ProfExe,4,0,0,103.9754422,0,17,35.40591994,22639,howell,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,19900,128219,162012,DebtCon,Office,1,,0,374.0237669,,52,37.88816696,22149,lincolnton,Georgia,South Atlantic,South,GEORGIA,GA,1
0,19900,168732,224270,DebtCon,Office,12,0,0,217.6372546,0,32,41.5493313,21090,holyoke,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,19900,64620,91504,DebtCon,Office,6,,,178.574866,,16,37.72580119,21178,loganville,Georgia,South Atlantic,South,GEORGIA,GA,1
0,19900,45748,82516,,,,,,,,,39.31387802,20843,mooresville,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,19900,96435,130019,DebtCon,Office,27,0,0,274.2825562,3,16,32.46920265,22065,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,19900,132878,199172,HomeImp,ProfExe,14,0,0,197.923806,0,22,35.33060397,20823,draper,Utah,Mountain,West,UTAH,UT,1
0,19900,25589,90051,DebtCon,ProfExe,8,0,0,138.9905144,0,20,30.27109245,22275,holland,Ohio,East North Central,Midwest,OHIO,OH,1
1,19900,93619,130000,DebtCon,Office,9,2,5,210.9666667,2,18,,20968,hammond,Indiana,East North Central,Midwest,INDIANA,IN,1
0,19900,170947,222227,DebtCon,Office,13,0,0,220.0164639,1,31,42.23579636,22226,lufkin,Texas,West South Central,South,TEXAS,TX,1
0,19900,68830,107598,DebtCon,Office,10,0,0,202.9341954,2,13,30.95751627,22051,mount vernon,Iowa,West North Central,Midwest,IOWA,IA,1
0,19900,4641,23636,DebtCon,Other,,0,0,63.53525475,1,19,40.44237823,21520,harvey,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,19900,16232,70592,DebtCon,Office,,0,0,242.3654026,0,22,39.44625142,21078,hartford,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,19900,74193,94078,HomeImp,ProfExe,7,0,0,81.4143517,0,15,32.03355046,21070,humble,Texas,West South Central,South,TEXAS,TX,1
0,19900,78142,102085,HomeImp,Mgr,12,0,0,160.3670328,0,27,34.09975711,22427,lumberton,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,20000,59936,12737,DebtCon,Other,5,,,63.39540036,0,17,40.44657932,21070,whitesburg,Georgia,South Atlantic,South,GEORGIA,GA,1
0,20000,38955,80680,DebtCon,ProfExe,8,0,0,295.3007793,0,18,40.39095601,21115,colville,Washington,Pacific,West,WASHINGTON,WA,1
0,20000,9647,31920,DebtCon,Other,0,1,0,24.68623145,1,3,28.94036033,22259,three forks,Montana,Mountain,West,MONTANA,MT,1
0,20000,43087,61438,DebtCon,Other,14,0,0,276.5624153,0,20,29.29517878,22040,new london,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,20000,99000,140000,HomeImp,,,,,,,,,20987,hemet,California,Pacific,West,CALIFORNIA,CA,1
1,20000,72000,103000,DebtCon,ProfExe,0.5,0,0,174.3,3,23,,22506,navarre,Florida,South Atlantic,South,FLORIDA,FL,1
0,20000,170706,224233,DebtCon,Office,11,0,0,207.0346845,0,32,41.10248922,22235,nolensville,Tennessee,East South Central,South,TENNESSEE,TN,1
0,20000,46775,70236,DebtCon,ProfExe,9,0,0,179.0823743,1,41,40.43069541,22083,williamsport,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
1,20000,68958,99875,DebtCon,ProfExe,11,1,1,117.6666667,0,23,,20821,draper,Utah,Mountain,West,UTAH,UT,1
1,20000,,115750,HomeImp,Other,,0,2,132.5333333,0,10,,21126,nome,Texas,West South Central,South,TEXAS,TX,1
1,20000,71254,109200,DebtCon,Other,10,,,,,,,22168,north charleston,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
1,20000,27900,,HomeImp,Mgr,21,,,,,,,22459,manitou springs,Colorado,Mountain,West,COLORADO,CO,1
1,20000,145500,194000,HomeImp,Self,4.5,0,0,67.9,5,5,,21510,west point,Virginia,South Atlantic,South,VIRGINIA,VA,1
1,20000,125000,165000,DebtCon,ProfExe,2,0,0,314.5,0,30,,22378,hawaiian gardens,California,Pacific,West,CALIFORNIA,CA,1
1,20000,73400,94000,DebtCon,Mgr,9,0,0,270,2,14,,22216,ely,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,20000,99300,139150,HomeImp,ProfExe,10,0,0,162.3666667,1,23,,22168,battle mountain,Nevada,Mountain,West,NEVADA,NV,1
0,20000,69742.61,180000,,Other,11,0,0,366.3,1,17,,20911,hawthorne,California,Pacific,West,CALIFORNIA,CA,1
0,20000,59964,100000,DebtCon,Office,8,,1,106.8333333,2,18,,22232,madison,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,20000,,90000,HomeImp,Other,8,0,0,181.7,1,16,,21456,lombard,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,20000,30000,46500,HomeImp,Self,5,1,,127.6,,11,,22094,hiddenite,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,20000,79741,117600,DebtCon,Other,10,0,0,291.1666667,2,17,,22304,oakland city,Indiana,East North Central,Midwest,INDIANA,IN,1
0,20000,55746,105230,DebtCon,ProfExe,16,0,3,282.0666667,1,36,,21872,harpers ferry,West Virginia,South Atlantic,South,WEST VIRGINIA,WV,1
0,20000,85704,94200,DebtCon,ProfExe,2,1,0,123.9,0,20,,21133,okeechobee,Florida,South Atlantic,South,FLORIDA,FL,1
0,20000,,73800,DebtCon,Sales,4,0,0,404.7666667,0,24,,21416,waymart,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,20000,125000,162975,DebtCon,ProfExe,7,0,0,178.5333333,0,38,,20861,wichita falls,Texas,West South Central,South,TEXAS,TX,1
0,20000,13316,50150,DebtCon,Other,26,0,2,214.0333333,0,25,,22384,hamlin,Texas,West South Central,South,TEXAS,TX,1
0,20000,32000,56373,DebtCon,Other,1,0,0,113.5666667,1,17,,22423,oswego,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,20000,126324,171450,,Mgr,26,,5,329.5666667,1,28,,22279,derby,Kansas,West North Central,Midwest,KANSAS,KS,1
0,20000,,64928.84,HomeImp,Office,8,0,0,122.6666667,2,5,,20999,himrod,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,20000,66820,100000,HomeImp,Other,5,0,0,217.2666667,1,13,,21176,lykens,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,20000,56135,93234,HomeImp,ProfExe,18,0,0,630.0333333,1,24,,21959,montrose,Arkansas,West South Central,South,ARKANSAS,AR,1
0,20000,81800,106600,DebtCon,Mgr,24,,1,313.7666667,1,43,,21853,central point,Oregon,Pacific,West,OREGON,OR,1
0,20000,61843,95595,HomeImp,Office,14,0,0,135.9666667,0,14,,21066,casper,Wyoming,Mountain,West,WYOMING,WY,1
0,20000,49034,98250,DebtCon,Office,2,0,4,167.3666667,0,47,,21622,big piney,Wyoming,Mountain,West,WYOMING,WY,1
0,20000,74368,105000,DebtCon,Other,,0,0,180.6,2,25,,21428,los alamitos,California,Pacific,West,CALIFORNIA,CA,1
0,20000,145000,117500,,ProfExe,5,0,0,96.4,3,34,,21373,hamlin,Texas,West South Central,South,TEXAS,TX,1
0,20000,56683,90600,DebtCon,Office,2,0,0,155.2,1,22,,21434,harbor city,California,Pacific,West,CALIFORNIA,CA,1
0,20000,135631.66,177000,HomeImp,Mgr,8,0,0,321.6333333,0,17,,21208,catasauqua,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,20000,,128042,HomeImp,Other,0,0,0,314.5333333,3,21,,20864,waukegan,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,20000,29400,52000,DebtCon,Other,,0,0,219.1333333,0,13,,21618,murfreesboro,Tennessee,East South Central,South,TENNESSEE,TN,1
0,20000,132436,180000,DebtCon,ProfExe,22,0,0,221.1666667,1,24,,22084,chapin,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,20000,83205,132000,DebtCon,Other,11,0,0,97.4,3,15,,22520,north royalton,Ohio,East North Central,Midwest,OHIO,OH,1
0,20000,127826,277500,HomeImp,Mgr,3,0,0,193.8,0,15,,20847,nome,Texas,West South Central,South,TEXAS,TX,1
